Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.corr,Silt.corr,Clay.corr
1,2015,Upper_slope,NA,Erosional,US,498504,6406727,116.984079,-32.4766694,A1,A,0-15,0,15,7.5,5,11.07738605,78.2,7.1,3.6
1,2015,Upper_slope,NA,Erosional,US,498504,6406727,116.984079,-32.4766694,B1,B,15-35,15,35,25,25,12.32239767,71.9,10.5,5.3
1,2015,Upper_slope,NA,Erosional,US,498504,6406727,116.984079,-32.4766694,B2,B2,35-50,35,50,42.5,50,13.40173218,67.5,6.3,12.8
1,2015,Upper_slope,NA,Erosional,US,498504,6406727,116.984079,-32.4766694,B3,B3,50-80,50,80,65,70,8.216014078,50.3,20.2,21.3
2,2015,Upper_slope,NA,Erosional,US,498440,6406561,116.983398,-32.4781668,A1,A,0-15,0,15,7.5,5,14.87414336,71.7,11.9,1.5
2,2015,Upper_slope,NA,Erosional,US,498440,6406561,116.983398,-32.4781668,B1,B,15-25,15,25,20,25,15.90049751,75.1,4.6,4.4
2,2015,Upper_slope,NA,Erosional,US,498440,6406561,116.983398,-32.4781668,B2,B2,25-45,25,45,35,35,17.05659579,72.1,4.6,6.2
2,2015,Upper_slope,NA,Erosional,US,498440,6406561,116.983398,-32.4781668,B3,B3,45-60,45,60,52.5,50,12.92724908,73.6,4.8,8.7
3,2015,Valley_floor,Lower_slope,Depositional,VF,499026,6406415,116.989634,-32.4794845,A1,A,0-20,0,20,10,15,0.1,78.5,9.25,12.25
3,2015,Valley_floor,Lower_slope,Depositional,VF,499026,6406415,116.989634,-32.4794845,B1,B,20-30,20,30,25,25,0.1,73,7.25,19.75
3,2015,Valley_floor,Lower_slope,Depositional,VF,499026,6406415,116.989634,-32.4794845,B2,B2,30-50,30,50,40,50,0.1,80,5.25,14.75
4,2015,Valley_floor,Lower_slope,Depositional,VF,498987,6406365,116.989219,-32.4799356,Ap,A,0-27.5,0,27.5,13.75,15,0.1,84.25,8.5,7.25
4,2015,Valley_floor,Lower_slope,Depositional,VF,498987,6406365,116.989219,-32.4799356,E,A2,23-50,23,50,36.5,35,0.1,82.75,9.75,7.5
4,2015,Valley_floor,Lower_slope,Depositional,VF,498987,6406365,116.989219,-32.4799356,B1,B,50-85,50,85,67.5,70,0.1,65,16,19
5,2015,Residual,NA,Residual,RE,498600,6406830,116.985101,-32.4757403,A1,A,0-20,0,20,10,15,0.1,80,7.75,12.25
5,2015,Residual,NA,Residual,RE,498600,6406830,116.985101,-32.4757403,B1,B,20-50,20,50,35,35,0.1,65,19.25,15.75
5,2015,Residual,NA,Residual,RE,498600,6406830,116.985101,-32.4757403,B2,B2,50-80,50,80,65,70,0.1,57.5,33.25,9.25
6,2015,Upper_slope,Mid_slope,Erosional,US,499879,6406404,116.998712,-32.4795842,Ap,A,2-Mar,2,3,2.5,5,3.55,72.3,12.1,12.1
6,2015,Upper_slope,Mid_slope,Erosional,US,499879,6406404,116.998712,-32.4795842,E,A2,Mar-15,3,15,9,5,6.73,67.6,14,11.7
6,2015,Upper_slope,Mid_slope,Erosional,US,499879,6406404,116.998712,-32.4795842,B,B,15-30,15,30,22.5,25,34.53,49.1,11.5,4.9
7,2015,Residual,NA,Residual,RE,499705.064,6406558.051,116.996861,-32.478194,O,NA,0-5,0,5,2.5,5,2.4,85.4,9.8,2.4
7,2015,Residual,NA,Residual,RE,499705.064,6406558.051,116.996861,-32.478194,A,A,5-Dec,5,12,8.5,5,4.03,88.8,7.2,0.1
7,2015,Residual,NA,Residual,RE,499705.064,6406558.051,116.996861,-32.478194,B,B,Dec-24,12,24,18,15,18.42,79.6,0.1,2
8,2015,Residual,NA,Residual,RE,499313.553,6406613.457,116.992695,-32.4776941,A,A,0-15,0,15,7.5,5,24.6,67.9,3.8,3.8
8,2015,Residual,NA,Residual,RE,499313.553,6406613.457,116.992695,-32.4776941,B1,B,15-40,15,40,27.5,25,45.85,46,5.4,2.7
8,2015,Residual,NA,Residual,RE,499313.553,6406613.457,116.992695,-32.4776941,B2,B2,40-80,40,80,60,70,1.08,91.5,2.5,4.9
9,2015,Residual,NA,Residual,RE,499579.785,6406484.146,116.995528,-32.4788615,A,A,0-20,0,20,10,15,37.54,45.3,6.2,10.9
9,2015,Residual,NA,Residual,RE,499579.785,6406484.146,116.995528,-32.4788615,B,B,20-40,20,40,30,35,56.35,30.5,2.2,10.9
10,2015,Lower_slope,NA,Erosional,LS,500015,6405982,117.00016,-32.4833911,Ap,A,0-10,0,10,5,5,17,69,6,8
10,2015,Lower_slope,NA,Erosional,LS,500015,6405982,117.00016,-32.4833911,B,B,Oct-20,10,20,15,15,42,46.4,5.5,6.1
10,2015,Lower_slope,NA,Erosional,LS,500015,6405982,117.00016,-32.4833911,B2,B2,20-60,20,60,40,50,18,63.8,11.6,6.6
11,2015,Valley_floor,NA,Depositional,VF,499989,6406157,116.999883,-32.4818124,Ap,A,0-15,0,15,7.5,5,13,75.4,4.5,7.2
11,2015,Valley_floor,NA,Depositional,VF,499989,6406157,116.999883,-32.4818124,E,A2,15-30,15,30,22.5,25,16,73.2,7.2,3.6
11,2015,Valley_floor,NA,Depositional,VF,499989,6406157,116.999883,-32.4818124,B1,B,30-60,30,60,45,50,26,68.5,3,2.5
11,2015,Valley_floor,NA,Depositional,VF,499989,6406157,116.999883,-32.4818124,B2,B2,60-100,60,100,80,90,11,80.6,2.9,5.6
12,2015,Mid-slope,NA,Erosional,MS,499969,6407026,116.99967,-32.4739731,Ap,A,0-25,0,25,12.5,15,31,56.2,6,6.8
12,2015,Mid-slope,NA,Erosional,MS,499969,6407026,116.99967,-32.4739731,E,A2,25-30,25,30,27.5,25,37,53.4,8.1,1.5
12,2015,Mid-slope,NA,Erosional,MS,499969,6407026,116.99967,-32.4739731,B1,B,30-100,30,100,65,70,36,51.5,6.4,6.2
13,2015,Upper_slope,NA,Erosional,US,499814,6406782,116.998021,-32.4761742,Ap,A,0-10,0,10,5,5,5,65.4,16.6,13
13,2015,Upper_slope,NA,Erosional,US,499814,6406782,116.998021,-32.4761742,B1,B,Oct-30,10,30,20,25,13,63.5,14.8,8.7
13,2015,Upper_slope,NA,Erosional,US,499814,6406782,116.998021,-32.4761742,B2,B2,30-60,30,60,45,50,10,59.6,12,18.5
13,2015,Upper_slope,NA,Erosional,US,499814,6406782,116.998021,-32.4761742,B3,B3,60-100,60,100,80,90,10,69.3,8.1,12.6
14,2015,Mid-slope,Upper_slope,Erosional,MS,498263,6404666,116.98151,-32.4952615,Ap,A,0-10,0,10,5,5,22.35084712,65.9,5,6.7
14,2015,Mid-slope,Upper_slope,Erosional,MS,498263,6404666,116.98151,-32.4952615,B,B,Oct-35,10,35,22.5,25,53.34778561,40,4.1,2.6
14,2015,Mid-slope,Upper_slope,Erosional,MS,498263,6404666,116.98151,-32.4952615,C,C,35-70,35,70,52.5,50,44.7112097,47.6,6.5,1.2
15,2015,Mid-slope,NA,Erosional,MS,498715,6404659,116.986322,-32.4953253,Ap,A,0-15,0,15,7.5,5,35,51.1,7.8,6.3
15,2015,Mid-slope,NA,Erosional,MS,498715,6404659,116.986322,-32.4953253,E,A2,15-55,15,55,35,35,32,54.3,6.8,6.9
15,2015,Mid-slope,NA,Erosional,MS,498715,6404659,116.986322,-32.4953253,B,B,55-60,55,60,57.5,50,8,67.5,2.8,21.8
16,2015,Mid-slope,NA,Erosional,MS,498400,6404356,116.982968,-32.4980583,Ap,A,0-20,0,20,10,15,31.02533493,55.1,4.7,9.2
16,2015,Mid-slope,NA,Erosional,MS,498400,6404356,116.982968,-32.4980583,E,A2,20-35,20,35,27.5,25,55.82104728,34.8,8,1.4
16,2015,Mid-slope,NA,Erosional,MS,498400,6404356,116.982968,-32.4980583,B1,B,35-54,35,54,44.5,50,59.87556904,31.8,5.7,2.6
16,2015,Mid-slope,NA,Erosional,MS,498400,6404356,116.982968,-32.4980583,B2,B2,54-95,54,95,74.5,70,15.08090046,19.6,13.5,51.8
16,2015,Mid-slope,NA,Erosional,MS,498400,6404356,116.982968,-32.4980583,B3,B3,95-105,95,105,100,100,49.60699746,23.1,5.9,21.4
17,2015,Sub_valley_floor,NA,Depositional,VF,499131,6404068,116.990749,-32.5006572,Ap,A,0-10,0,10,5,5,0.1441,72.3,10.7,16.8
17,2015,Sub_valley_floor,NA,Depositional,VF,499131,6404068,116.990749,-32.5006572,A,A,Oct-26,10,26,18,15,0.218,79.3,9.2,11.3
17,2015,Sub_valley_floor,NA,Depositional,VF,499131,6404068,116.990749,-32.5006572,E,A2,26-30,26,30,28,25,0.27,62.7,13,24
17,2015,Sub_valley_floor,NA,Depositional,VF,499131,6404068,116.990749,-32.5006572,B,B,30-50,30,50,40,50,0.15,42.8,9.7,47.3
18,2015,Sub_valley_floor,NA,Depositional,VF,498771,6403716,116.986917,-32.5038323,Ap,A,0-14,0,14,7,5,6.373517787,58,16.2,19.5
18,2015,Sub_valley_floor,NA,Depositional,VF,498771,6403716,116.986917,-32.5038323,A,A,14-22,14,22,18,15,12.60162602,53.7,16,17.8
18,2015,Sub_valley_floor,NA,Depositional,VF,498771,6403716,116.986917,-32.5038323,E,A2,22-30,22,30,26,25,24.14829659,55,2.5,18.6
18,2015,Sub_valley_floor,NA,Depositional,VF,498771,6403716,116.986917,-32.5038323,B,B,30-67,30,67,48.5,50,38.57785043,9.8,21.8,29.9
18,2015,Sub_valley_floor,NA,Depositional,VF,498771,6403716,116.986917,-32.5038323,C,C,67-74,67,74,70.5,70,67.64705882,18.6,3.6,10.1
19,2015,Lower_slope,NA,Erosional,LS,499159,6403611,116.991047,-32.5047798,Ap,A,0-8,0,8,4,5,2.997404893,88.3,2.4,6.3
19,2015,Lower_slope,NA,Erosional,LS,499159,6403611,116.991047,-32.5047798,A,A,Aug-25,8,25,16.5,15,5.09690064,80.6,7.9,6.4
19,2015,Lower_slope,NA,Erosional,LS,499159,6403611,116.991047,-32.5047798,B1,B,25-55,25,55,40,50,4.677866524,50.7,8.2,36.4
19,2015,Lower_slope,NA,Erosional,LS,499159,6403611,116.991047,-32.5047798,B2,B2,55-72,55,72,63.5,70,4.28417517,80.8,1.2,13.7
19,2015,Lower_slope,NA,Erosional,LS,499159,6403611,116.991047,-32.5047798,B3,B3,72-80,72,80,76,70,0.114468864,66.2,1.9,31.8
20,2015,Lower_slope,NA,Erosional,LS,498296,6404061,116.98186,-32.5007194,Ap,A,0-10,0,10,5,5,35.73050719,56.2,5,3
20,2015,Lower_slope,NA,Erosional,LS,498296,6404061,116.98186,-32.5007194,A,A,Oct-27,10,27,18.5,15,52.28963938,43.6,1.9,2.2
20,2015,Lower_slope,NA,Erosional,LS,498296,6404061,116.98186,-32.5007194,E,A2,27-60,27,60,43.5,50,44.91071429,52.2,1.3,1.6
21,2015,Residual,NA,Residual,RE,499746,6406602,116.997297,-32.477798,A,A,Feb-14,2,14,8,5,11.68575948,78.8,6.4,3.1
21,2015,Residual,NA,Residual,RE,499746,6406602,116.997297,-32.477798,B,B,14-42,14,42,28,25,4.866312813,71.3,23.8,0.1
21,2015,Residual,NA,Residual,RE,499746,6406602,116.997297,-32.477798,C,C,42-80,42,80,61,70,77.68030768,21.9,0.025,0.4
22,2015,Residual,Upper_slope,Residual,RE,499399,6406493,116.993604,-32.478781,A,A,0-6,0,6,3,5,18.16130052,53.7,14.1,13.9
22,2015,Residual,Upper_slope,Residual,RE,499399,6406493,116.993604,-32.478781,B1,B,Dec-21,12,21,16.5,15,6.606068953,44.7,14,34.7
22,2015,Residual,Upper_slope,Residual,RE,499399,6406493,116.993604,-32.478781,B2,B2,28-40,28,40,34,35,4.061313328,38.9,11.9,45.1
23,2015,Residual,Upper_slope,Residual,RE,499753,6406606,116.997371,-32.4777619,A,A,0.2-20,0.2,20,10.1,15,8.191060904,36.2,14.6,41
23,2015,Residual,Upper_slope,Residual,RE,499753,6406606,116.997371,-32.4777619,B1,B,20-40,20,40,30,35,60.52341898,18.1,13.4,7.9
23,2015,Residual,Upper_slope,Residual,RE,499753,6406606,116.997371,-32.4777619,B2,B2,40-80,40,80,60,70,27.84895939,46.5,12.3,13.4
24,2015,Residual,Upper_slope,Residual,RE,499710,6406793,116.996914,-32.476075,A,A,0-15,0,15,7.5,5,14.5906592,60.8,11.1,13.5
24,2015,Residual,Upper_slope,Residual,RE,499710,6406793,116.996914,-32.476075,B1,B,15-21,15,21,18,15,37.83409933,31.7,13.7,16.8
24,2015,Residual,Upper_slope,Residual,RE,499710,6406793,116.996914,-32.476075,B2,B2,21-45,21,45,33,35,27.78469973,48.9,12.1,11.2
24,2015,Residual,Upper_slope,Residual,RE,499710,6406793,116.996914,-32.476075,C,C,45-80,45,80,62.5,70,57.67560423,32.1,6.8,3.4
25,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499936,6406181,116.999319,-32.4815959,A,A,0-14,0,14,7,5,11.42,62.5,16.2,10
25,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499936,6406181,116.999319,-32.4815959,B1,B,14-24,14,24,19,15,23.37,71.4,6.5,1.3
25,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499936,6406181,116.999319,-32.4815959,B2,B2,24-75,24,75,49.5,50,27.74,46.5,16.9,8.9
26,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499949,6406143,116.999457,-32.4819387,A,A,0-16,0,16,8,5,14.88,78.5,11.7,5.1
26,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499949,6406143,116.999457,-32.4819387,B1,B,16-46,16,46,31,35,24.5,66,5.6,3.9
26,2015,Sub_valley_floor,Valley_floor,Depositional,VF,499949,6406143,116.999457,-32.4819387,B2,B2,46-75,46,75,60.5,70,31.81,NA,NA,NA
27,2015,Mid-slope,NA,Erosional,MS,498987,6406804,116.989219,-32.4759753,A,A,0-11,0,11,5.5,5,0.1,59.7,18.5,11.7
27,2015,Mid-slope,NA,Erosional,MS,498987,6406804,116.989219,-32.4759753,B1,B,Nov-31,11,31,21,25,0.02,109.8,2.5,12.3
27,2015,Mid-slope,NA,Erosional,MS,498987,6406804,116.989219,-32.4759753,B2,B2,31-58,31,58,44.5,50,0.05,NA,NA,NA
27,2015,Mid-slope,NA,Erosional,MS,498987,6406804,116.989219,-32.4759753,B3,B3,58-100,58,100,79,70,0.09,83.2,1,15.7
28,2015,Lower_slope,NA,Erosional,LS,496044,6404560,116.957889,-32.4962121,A,A,0-18,0,18,9,5,13.4,77.1,4.5,5
28,2015,Lower_slope,NA,Erosional,LS,496044,6404560,116.957889,-32.4962121,B,B,18-47,18,47,32.5,35,6.62,85.6,2.3,5.5
28,2015,Lower_slope,NA,Erosional,LS,496044,6404560,116.957889,-32.4962121,C1,C,47-85,47,85,66,70,72.69,24.6,1.4,1.3
28,2015,Lower_slope,NA,Erosional,LS,496044,6404560,116.957889,-32.4962121,C2,C,85-100,85,100,92.5,90,10.04,57.6,7.6,24.7
29,2015,Residual,NA,Residual,RE,497240,6404609,116.970621,-32.4957737,A,A,0-15,0,15,7.5,5,53.21,40.5,3.3,3
29,2015,Residual,NA,Residual,RE,497240,6404609,116.970621,-32.4957737,B,B,15-100,15,100,57.5,50,80.89,16.6,1.7,0.8
30,2015,Lower_slope,Sub_valley_floor,Erosional,LS,496745,6404980,116.965353,-32.4924255,A,A,0-12,0,12,6,5,4.924,85.5,4,5.5
30,2015,Lower_slope,Sub_valley_floor,Erosional,LS,496745,6404980,116.965353,-32.4924255,B1,B,Dec-50,12,50,31,35,5.923,82.4,8.3,3.4
30,2015,Lower_slope,Sub_valley_floor,Erosional,LS,496745,6404980,116.965353,-32.4924255,B2,B2,50-65,50,65,57.5,50,7.539,67.7,19.6,5.2
30,2015,Lower_slope,Sub_valley_floor,Erosional,LS,496745,6404980,116.965353,-32.4924255,B3,B3,65-100,65,100,82.5,90,12.184,53.7,19.4,14.6
31,2015,Nonresid_upland,NA,Erosional,US,497397,6405407,116.972294,-32.4885752,A,A,0-15,0,15,7.5,5,10.824,68.2,6.2,14.8
31,2015,Nonresid_upland,NA,Erosional,US,497397,6405407,116.972294,-32.4885752,B1,B,15-52,15,52,33.5,35,10.35,68,6.6,15
31,2015,Nonresid_upland,NA,Erosional,US,497397,6405407,116.972294,-32.4885752,B2,B2,52-95,52,95,73.5,70,1.412,35.3,14.4,48.9
32,2015,Upper_slope,NA,Erosional,US,497226,6405223,116.970473,-32.4902347,Ap,A,0-32,0,32,16,15,9.12,61.7,9.5,19.7
32,2015,Upper_slope,NA,Erosional,US,497227,6405224,116.970484,-32.4902257,E,A2,32-50,32,50,41,50,27.89,63.8,1.8,6.6
32,2015,Upper_slope,NA,Erosional,US,497228,6405225,116.970495,-32.4902166,B,B,52-120,52,120,86,90,42.27,19.4,2.9,35.4
33,2015,Residual,NA,Residual,RE,497216,6404807,116.970366,-32.4939874,A,A,0-57,0,57,28.5,25,15.89,50.5,13.7,20
33,2015,Residual,NA,Residual,RE,497217,6404808,116.970376,-32.4939784,B,B,57-80,57,80,68.5,70,27.55,51.1,5.7,15.7
34,2015,Residual,NA,Residual,RE,497344,6404633,116.971728,-32.4955574,A,A,Feb-15,2,15,8.5,5,30.92,61,5.1,3
34,2015,Residual,NA,Residual,RE,497345,6404634,116.971738,-32.4955484,B1,B,15-25,15,25,20,25,17.79529994,71.3,4.6,6.3
34,2015,Residual,NA,Residual,RE,497346,6404635,116.971749,-32.4955394,B2,B2,25-45,25,45,35,35,2.379456573,66.5,8.4,22.7
34,2015,Residual,NA,Residual,RE,497347,6404636,116.97176,-32.4955304,C,C,45-100,45,100,72.5,70,3.348806366,77,8.1,11.6
35,2015,Upper_slope,NA,Erosional,US,497366,6404510,116.971962,-32.4966671,A,A,0-15,0,15,7.5,5,18.92030097,72,4.5,4.6
35,2015,Upper_slope,NA,Erosional,US,497367,6404511,116.971972,-32.496658,B1,B,15-35,15,35,25,25,32.08771819,61.7,3.6,2.5
35,2015,Upper_slope,NA,Erosional,US,497368,6404512,116.971983,-32.496649,B2,B2,35-75,35,75,55,50,18.09435133,72.8,6.6,2.5
35,2015,Upper_slope,NA,Erosional,US,497369,6404513,116.971994,-32.49664,C,C,75-95,75,95,85,90,37.28122912,56.9,5.1,0.7
36,2015,Residual,NA,Residual,RE,497376,6404935,116.972069,-32.4928331,A,A,0-18,0,18,9,5,16.91760905,73.4,5.3,4.4
36,2015,Residual,NA,Residual,RE,497377,6404936,116.97208,-32.4928241,B,B,18-45,18,45,31.5,35,28.77648667,62.6,3.9,4.7
37,2015,Mid-slope,Lower_slope,Erosional,MS,498834,6405514,116.987589,-32.4876124,A,A,0-13,0,13,6.5,5,32.12,NA,NA,7.8
37,2015,Mid-slope,Lower_slope,Erosional,MS,498834,6405514,116.987589,-32.4876124,B1,B,13-38,13,38,25.5,25,43.9,42.7,3.7,9.7
37,2015,Mid-slope,Lower_slope,Erosional,MS,498834,6405514,116.987589,-32.4876124,B2,B2,38-50,38,50,44,50,42.35,52.8,2.3,2.5
37,2015,Mid-slope,Lower_slope,Erosional,MS,498834,6405514,116.987589,-32.4876124,C,C,50-70,50,70,60,70,54.06,41.3,3.1,1.5
38,2015,Lower_slope,Mid-slope,Erosional,LS,498720,6405407,116.986376,-32.4885775,A,A,0-20,0,20,10,15,6.53,90.4,1.2,1.9
38,2015,Lower_slope,Mid-slope,Erosional,LS,498720,6405407,116.986376,-32.4885775,E,A2,20-33,20,33,26.5,25,6.58,NA,NA,2.4
38,2015,Lower_slope,Mid-slope,Erosional,LS,498720,6405407,116.986376,-32.4885775,B1,B,33-62,33,62,47.5,50,7.99,NA,9,NA
38,2015,Lower_slope,Mid-slope,Erosional,LS,498720,6405407,116.986376,-32.4885775,B2,B2,62-100,62,100,81,90,16.53,78.1,3.4,1.9
39,2015,Nonresid_upland,NA,Erosional,US,498095,6405134,116.979723,-32.4910394,A,A,0-12,0,12,6,5,16.99,55.7,20.9,6.5
39,2015,Nonresid_upland,NA,Erosional,US,498095,6405134,116.979723,-32.4910394,B1,,Dec-52,12,52,32,35,29.91,34.7,7.4,28.1
40,2015,Upper_slope,NA,Erosional,US,498149,6404827,116.980297,-32.493809,A,A,0-15,0,15,7.5,5,14.02,71.3,5.3,9.4
40,2015,Upper_slope,NA,Erosional,US,498149,6404827,116.980297,-32.493809,B1,B,15-40,15,40,27.5,25,22.43,68,7.4,2.2
40,2015,Upper_slope,NA,Erosional,US,498149,6404827,116.980297,-32.493809,B2,B2,40-60,40,60,50,50,8.52,51,10,30.4
41,2015,Residual,NA,Residual,RE,498226,6405423,116.981118,-32.4884325,A,A,0-50,0,50,25,25,25.41,58.4,7.7,8.5
42,2015,Residual,Upper_slope,Residual,RE,498278,6405414,116.981671,-32.4885138,A,A,0-16,0,16,8,5,19.65,49.3,21.8,9.3
42,2015,Residual,Upper_slope,Residual,RE,498278,6405414,116.981671,-32.4885138,B1,B,16-30,16,30,23,25,9.16,45.8,19.7,25.3
42,2015,Residual,Upper_slope,Residual,RE,498278,6405414,116.981671,-32.4885138,B2,B2,30-80,30,80,55,50,10.58,48.9,14.8,25.7
42,2015,Residual,Upper_slope,Residual,RE,498349,6405394,116.982427,-32.4886943,C,C,80-120,80,120,100,100,5.13,61.2,8.7,25
43,2015,Upper_slope,NA,Erosional,US,498349,6405394,116.982427,-32.4886943,A,A,0-20,0,20,10,15,17.25,63.8,9.9,9.1
43,2015,Upper_slope,NA,Erosional,US,498349,6405394,116.982427,-32.4886943,B1,B,20-40,20,40,30,35,23.4,55.8,13.1,7.7
43,2015,Upper_slope,NA,Erosional,US,498349,6405394,116.982427,-32.4886943,B2,B2,40-60,40,60,50,50,12.53,51.5,15.9,20.1
44,2015,Valley_floor,NA,Depositional,VF,499277,6404883,116.992304,-32.4933051,A,A,0-6,0,6,3,5,45.61,37.8,9.8,6.8
44,2015,Valley_floor,NA,Depositional,VF,499277,6404883,116.992304,-32.4933051,B,B,Jun-13,6,13,9.5,5,6.09,56.4,23.9,13.6
44,2015,Valley_floor,NA,Depositional,VF,499277,6404883,116.992304,-32.4933051,A1,A,13-30,13,30,21.5,25,8.08,76.4,8.8,6.7
44,2015,Valley_floor,NA,Depositional,VF,499277,6404883,116.992304,-32.4933051,B1,B,30-50,30,50,40,50,9.87,79.7,5.2,5.2
