Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.corr,Silt.corr,Clay.corr
83,2017,Mid-slope,NA,Erosional,MS,499543,6404302,116.9951,-32.49855,A2,A2,Nov-27,11,27,19,15,0.1,90,3.3,6.8
83,2017,Mid-slope,NA,Erosional,MS,499543,6404302,116.9951,-32.49855,B1,B,27-47,27,47,37,35,0.1,93.3,3.5,3.2
83,2017,Mid-slope,NA,Erosional,MS,499543,6404302,116.9951,-32.49855,B2,B2,47-70,47,70,58.5,50,0.1,78.2,16.3,5.5
84,2017,Valley_floor,NA,Depositional,VF,499525,6403063,116.9949,-32.50972,A1,A,0-10,0,10,5,5,5.4,85,4.9,4.6
84,2017,Valley_floor,NA,Depositional,VF,499525,6403063,116.9949,-32.50972,A2,A2,Oct-23,10,23,16.5,15,6.9,87,3.7,2.3
84,2017,Valley_floor,NA,Depositional,VF,499525,6403063,116.9949,-32.50972,B1,B,23-34.5,23,34.5,28.75,25,2.1,90.6,3.6,3.6
84,2017,Valley_floor,NA,Depositional,VF,499525,6403063,116.9949,-32.50972,B2,B2,34.5-40,34.5,40,37.25,35,11.3,60.9,4.5,23.2
84,2017,Valley_floor,NA,Depositional,VF,499525,6403063,116.9949,-32.50972,C,C,40-100,40,100,70,70,77.4,18.7,3,0.9
85,2017,Lower_slope,Sub_valley_floor,Erosional,LS,499038,6403680,116.9898,-32.50416,A,A,0-16,0,16,8,5,3.7,70,10.6,15.7
85,2017,Lower_slope,Sub_valley_floor,Erosional,LS,499038,6403680,116.9898,-32.50416,B1,B,16-30,16,30,23,25,11.8,59.1,6.8,22.3
85,2017,Lower_slope,Sub_valley_floor,Erosional,LS,499038,6403680,116.9898,-32.50416,B2,B2,30-60,30,60,45,50,79,14.7,1.7,4.6
85,2017,Lower_slope,Sub_valley_floor,Erosional,LS,499038,6403680,116.9898,-32.50416,C,C,60-100,60,100,80,90,19.4,56.4,5.2,18.9
86,2017,Lower_slope,Mid-slope,Erosional,LS,500472,6406189,117.005,-32.48152,A,A,0-10,0,10,5,5,37,56.1,3,3.8
86,2017,Lower_slope,Mid-slope,Erosional,LS,500472,6406189,117.005,-32.48152,B1,B,Oct-35,10,35,22.5,25,64,32.4,0.3,3.3
86,2017,Lower_slope,Mid-slope,Erosional,LS,500472,6406189,117.005,-32.48152,B2,B2,35-72,35,72,53.5,50,21,46.3,2.2,30.4
87,2017,Valley_floor,Lower_slope,Depositional,VF,500369,6406448,117.0039,-32.47919,A1,A,0-15,0,15,7.5,5,10,59.2,27.2,3.7
87,2017,Valley_floor,Lower_slope,Depositional,VF,500369,6406448,117.0039,-32.47919,B1,B,15-42,15,42,28.5,25,10,63.7,23,3.2
87,2017,Valley_floor,Lower_slope,Depositional,VF,500369,6406448,117.0039,-32.47919,B2-1,B2,42-72,42,72,57,50,10,72.8,5.6,11.6
87,2017,Valley_floor,Lower_slope,Depositional,VF,500369,6406448,117.0039,-32.47919,B2-2,B2,72-100,72,100,86,90,15,64.6,12.2,8.2
88,2017,Valley_floor,NA,Depositional,VF,500517,6406387,117.0055,-32.47974,Ap,A,0-2,0,2,1,5,7.3,81.3,5.1,6.3
88,2017,Valley_floor,NA,Depositional,VF,500517,6406387,117.0055,-32.47974,B1,B,Feb-42,2,42,22,25,14.6,39.7,8.4,37.3
88,2017,Valley_floor,NA,Depositional,VF,500517,6406387,117.0055,-32.47974,B2e,B2,42-73,42,73,57.5,50,58.2,9.6,5.4,26.8
89,2017,Mid-slope,NA,Erosional,MS,499731,6407110,116.9971,-32.47322,A1,A,0-14,0,14,7,5,12.8,76.1,7.3,3.7
89,2017,Mid-slope,NA,Erosional,MS,499731,6407110,116.9971,-32.47322,B1,B,14-22,14,22,18,15,16.5,67,9.9,6.6
89,2017,Mid-slope,NA,Erosional,MS,499731,6407110,116.9971,-32.47322,B2,B2,22-90,22,90,56,50,27.3,59.9,5.4,7.4
90,2017,Upper_slope,Mid-slope,Erosional,US,499965,6407206,116.9996,-32.47235,A1,A,0-10,0,10,5,5,27.7,64,6,2.4
90,2017,Upper_slope,Mid-slope,Erosional,US,499965,6407206,116.9996,-32.47235,B1,B,15-25,15,25,20,25,33.1,54.7,9,3.2
90,2017,Upper_slope,Mid-slope,Erosional,US,499965,6407206,116.9996,-32.47235,B2-1,B2,29-39,29,39,34,35,17.7,63,9.5,9.9
90,2017,Upper_slope,Mid-slope,Erosional,US,499965,6407206,116.9996,-32.47235,B2-2,B2,39-77,39,77,58,50,10,70.2,9.9,9.9
90,2017,Upper_slope,Mid-slope,Erosional,US,499965,6407206,116.9996,-32.47235,C,C,77-87,77,87,82,90,26.6,58,5.1,10.3
91,2017,Residual,NA,Residual,RE,499990,6407578,116.9999,-32.46899,A1,A,0-10,0,10,5,5,0.1,64.8,8.5,26.7
91,2017,Residual,NA,Residual,RE,499990,6407578,116.9999,-32.46899,B1,B,Oct-50,10,50,30,35,0.1,46,11.2,42.7
91,2017,Residual,NA,Residual,RE,499990,6407578,116.9999,-32.46899,B2,B2,50-85,50,85,67.5,70,0.1,40.3,21,38.7
92,2017,Residual,NA,Residual,RE,499992,6407442,116.9999,-32.47022,A1,A,0-8,0,8,4,5,31.3,58.3,4.3,6.1
92,2017,Residual,NA,Residual,RE,499992,6407442,116.9999,-32.47022,A2,A2,Aug-21,8,21,14.5,15,37.2,53.1,5.8,3.9
92,2017,Residual,NA,Residual,RE,499992,6407442,116.9999,-32.47022,B2.1,B2,21-89,21,89,55,50,53.2,37.1,5.1,4.7
92,2017,Residual,NA,Residual,RE,499992,6407442,116.9999,-32.47022,B2.2,B2,89-100,89,100,94.5,90,41.5,45.7,5.7,7.2
93,2018,Nonresid_upland,NA,Erosional,US,496966,6406015,116.9677,-32.48309,A1,A,0-16,0,16,8,5,2.87,85.7,5.1,6.3
93,2018,Nonresid_upland,NA,Erosional,US,496966,6406015,116.9677,-32.48309,A2,A2,16-29,16,29,22.5,25,4.74,85.3,4.1,6
93,2018,Nonresid_upland,NA,Erosional,US,496966,6406015,116.9677,-32.48309,B1,B,29-54,29,54,41.5,50,3.89,88.2,4.3,3.6
93,2018,Nonresid_upland,NA,Erosional,US,496966,6406015,116.9677,-32.48309,B2,B2,54-86,54,86,70,70,5.58,65.6,2.4,26.4
94,2018,Upper_slope,NA,Erosional,US,497408,6405271,116.9724,-32.4898,A,A,0-10,0,10,5,5,8.52,86.4,0.2,4.8
94,2018,Upper_slope,NA,Erosional,US,497408,6405271,116.9724,-32.4898,B1,B,Oct-20,10,20,15,15,16.43,79.1,0.1,4.3
94,2018,Upper_slope,NA,Erosional,US,497408,6405271,116.9724,-32.4898,B2,B2,20-33,20,33,26.5,25,16.06,79.5,0.1,4.4
94,2018,Upper_slope,NA,Erosional,US,497408,6405271,116.9724,-32.4898,B2.2,B2,33-55,33,55,44,50,26.17,69.9,0.03,3.9
94,2018,Upper_slope,NA,Erosional,US,497408,6405271,116.9724,-32.4898,B2.3,B2,55-65,55,65,60,70,46.12,51,0.1,2.8
95,2018,Residual,NA,Residual,RE,498190,6405398,116.9807,-32.48866,A1.1,A,0-14,0,14,7,5,24.43,52.4,18.4,4.7
95,2018,Residual,NA,Residual,RE,498190,6405398,116.9807,-32.48866,A1.2,A,14-37,14,37,25.5,25,46.75,40.6,3.5,9.2
95,2018,Residual,NA,Residual,RE,498190,6405398,116.9807,-32.48866,B2.1,B2,37-47,37,47,42,50,7.36,62.3,15.6,14.8
95,2018,Residual,NA,Residual,RE,498190,6405398,116.9807,-32.48866,B2.2,B2,47-80,47,80,63.5,70,8.15,52.9,17.7,21.2
96,2018,Mid-slope,NA,Erosional,MS,498021,6406009,116.9789,-32.48315,Ap,A,0-16,0,16,8,5,5.85,79.1,10.2,5
96,2018,Mid-slope,NA,Erosional,MS,498021,6406009,116.9789,-32.48315,A1,A,16-26,16,26,21,25,7.86,84.4,2.1,5.6
96,2018,Mid-slope,NA,Erosional,MS,498021,6406009,116.9789,-32.48315,A2e,A2,26-45,26,45,35.5,35,7.53,86,3.9,2.6
96,2018,Mid-slope,NA,Erosional,MS,498021,6406009,116.9789,-32.48315,B1,B,45-63,45,63,54,50,9.52,82,3,5.5
96,2018,Mid-slope,NA,Erosional,MS,498021,6406009,116.9789,-32.48315,B2,B2,63-100,63,100,81.5,90,10.85,78.5,4,6.7
97,2018,Lower_slope,NA,Erosional,LS,498570,6405704,116.9848,-32.4859,Ap,A,0-11,0,11,5.5,5,6.198,83.9,5.1,4.9
97,2018,Lower_slope,NA,Erosional,LS,498570,6405704,116.9848,-32.4859,A2e,A2,Nov-35,11,35,23,25,6.758,79.9,6.5,6.8
97,2018,Lower_slope,NA,Erosional,LS,498570,6405704,116.9848,-32.4859,B1,B,35-50,35,50,42.5,50,3.069,57.3,8,31.6
97,2018,Lower_slope,NA,Erosional,LS,498570,6405704,116.9848,-32.4859,B2,B2,50-80,50,80,65,70,8.465,40.6,7.9,43
98,2018,Nonresid_upland,NA,Erosional,US,497297,6405615,116.9712,-32.4867,Ap,A,0-13,0,13,6.5,5,10.99,81.9,3.8,3.4
98,2018,Nonresid_upland,NA,Erosional,US,497297,6405615,116.9712,-32.4867,B1,B,13-28,13,28,20.5,25,21.468,70.8,6.3,1.4
98,2018,Nonresid_upland,NA,Erosional,US,497297,6405615,116.9712,-32.4867,B2,B2,28-62,28,62,45,50,37.727,56.8,3.6,1.9
98,2018,Nonresid_upland,NA,Erosional,US,497297,6405615,116.9712,-32.4867,B3,B3,62-80,62,80,71,70,16.606,56.2,11,16.3
99,2018,Residual,NA,Residual,RE,498621,6406819,116.9853,-32.47584,A,A,0-7,0,7,3.5,5,19.1,58.8,8.7,13.3
99,2018,Residual,NA,Residual,RE,498621,6406819,116.9853,-32.47584,B2.1,B2,Jul-30,7,30,18.5,15,22.5,19.2,22.7,35.6
99,2018,Residual,NA,Residual,RE,498621,6406819,116.9853,-32.47584,B2.2,B2,30-60,30,60,45,50,42.4,14.8,13.7,29.1
99,2018,Residual,NA,Residual,RE,498621,6406819,116.9853,-32.47584,B2.3,B2,60-93,60,93,76.5,70,35.3,14.7,41.1,8.9
100,2018,Upper_slope,NA,Erosional,US,498605,6406597,116.9852,-32.47784,A1,A,0-10,0,10,5,5,11.7,80.1,5.3,2.9
100,2018,Upper_slope,NA,Erosional,US,498605,6406597,116.9852,-32.47784,A2,A2,Oct-20,10,20,15,15,15.5,73.3,6.6,4.6
100,2018,Upper_slope,NA,Erosional,US,498605,6406597,116.9852,-32.47784,B1.1,B,22-35,22,35,28.5,25,16.2,74.7,4.9,4.2
100,2018,Upper_slope,NA,Erosional,US,498605,6406597,116.9852,-32.47784,B1.2,B,35-48,35,48,41.5,50,14.8,73.9,7.5,3.8
100,2018,Upper_slope,NA,Erosional,US,498605,6406597,116.9852,-32.47784,B2,B2,48-100,48,100,74,70,16.6,29.8,7.8,45.9
101,2018,Lower_slope,Sub_valley_floor,Erosional,LS,497600,6406851,116.9745,-32.47555,A,A,0-21,0,21,10.5,15,6.7,78.7,5.9,8.7
101,2018,Lower_slope,Sub_valley_floor,Erosional,LS,497600,6406851,116.9745,-32.47555,B1,B,21-33,21,33,27,25,9.1,79.1,4.1,7.7
101,2018,Lower_slope,Sub_valley_floor,Erosional,LS,497600,6406851,116.9745,-32.47555,B2.1,B2,33-46,33,46,39.5,35,18.8,69.8,4.7,6.7
101,2018,Lower_slope,Sub_valley_floor,Erosional,LS,497600,6406851,116.9745,-32.47555,B2.2,B2,46-100,46,100,73,70,20.6,57,6.7,15.6
102,2018,Lower_slope,NA,Erosional,LS,497935,6406296,116.978,-32.48056,Ap,A,0-7,0,7,3.5,5,13.6,72,6.7,7.6
102,2018,Lower_slope,NA,Erosional,LS,497935,6406296,116.978,-32.48056,A2,A2,Jul-30,7,30,18.5,15,11.9,71.2,8.2,8.6
102,2018,Lower_slope,NA,Erosional,LS,497935,6406296,116.978,-32.48056,B1,B,30-60,30,60,45,50,23.2,69.9,5.6,1.4
102,2018,Lower_slope,NA,Erosional,LS,497935,6406296,116.978,-32.48056,B2,B2,65-95,65,95,80,90,42,54.1,2.8,1.2
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,AP,A,0-10,0,10,5,5,14.6,78.8,6.6,0.2
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,A2,A2,Oct-17,10,17,13.5,15,16.2,74.1,6.5,3.2
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,B1 ,B,17-29,17,29,23,25,35.8,55.8,6,2.4
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,B2,B2,29-38,29,38,33.5,35,37.2,54.5,8.3,0.025
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,B3,B3,38-65,38,65,51.5,50,NA,NA,NA,NA
103,2019,Lower_slope,NA,Erosional,LS,497589,6406632,116.9743408,-32.47752476,C,C,65-NA,65,NA,65,70,NA,NA,NA,NA
104,2019,Upper_slope,NA,Erosional,US,498319,6406858,116.9821103,-32.47548733,Ap,A,0-12,0,12,6,5,2.4,88.7,0.025,8.9
104,2019,Upper_slope,NA,Erosional,US,498319,6406858,116.9821103,-32.47548733,A1,A,Dec-27,12,27,19.5,15,8.5,82.1,0.9,8.5
104,2019,Upper_slope,NA,Erosional,US,498319,6406858,116.9821103,-32.47548733,B2(1),B2,27-55,27,55,41,35,3.8,84,9.8,2.4
104,2019,Upper_slope,NA,Erosional,US,498319,6406858,116.9821103,-32.47548733,B2(2),B2,55-NA,55,NA,55,50,NA,NA,NA,NA
105,2019,Mid-slope,Lower_slope,Erosional,MS,498281,6405988,116.9817043,-32.48333566,AP,A,0-15,0,15,7.5,5,7.6,76.4,4.1,11.9
105,2019,Mid-slope,Lower_slope,Erosional,MS,498281,6405988,116.9817043,-32.48333566,A2,A2,15-27,15,27,21,25,7.5,77,3.1,12.4
105,2019,Mid-slope,Lower_slope,Erosional,MS,498281,6405988,116.9817043,-32.48333566,B1,B,27-50,27,50,38.5,35,7.8,75.3,1.7,15.3
105,2019,Mid-slope,Lower_slope,Erosional,MS,498281,6405988,116.9817043,-32.48333566,B2,B2,50-77,50,77,63.5,70,15.6,70.9,2.4,11.1
106,2019,Mid-slope,Upper_slope,Erosional,MS,497871,6405870,116.9773403,-32.48439944,Ap,A,0-12,0,12,6,5,11,78.5,5.8,4.7
106,2019,Mid-slope,Upper_slope,Erosional,MS,497871,6405870,116.9773403,-32.48439944,A2,A2,Dec-29,12,29,20.5,25,25,66.4,4.1,4.5
106,2019,Mid-slope,Upper_slope,Erosional,MS,497871,6405870,116.9773403,-32.48439944,B1,B,29-47,29,47,38,35,25,67.7,2.6,4.7
106,2019,Mid-slope,Upper_slope,Erosional,MS,497871,6405870,116.9773403,-32.48439944,B2,B2,46-70,46,70,58,50,21,57.9,7,14.1
107,2019,Valley_floor,NA,Depositional,VF,497717,6406879,116.9757037,-32.47529681,A1,A,0-20,0,20,10,15,5.7,87.5,5,1.9
107,2019,Valley_floor,NA,Depositional,VF,497717,6406879,116.9757037,-32.47529681,A2,A2,20-54,20,54,37,35,16.4,77,1.9,4.8
107,2019,Valley_floor,NA,Depositional,VF,497717,6406879,116.9757037,-32.47529681,B2.1,B2,54-60,54,60,57,50,15.8,77.3,2.7,4.2
107,2019,Valley_floor,NA,Depositional,VF,497717,6406879,116.9757037,-32.47529681,B2.2,B2,60-66,60,66,63,70,18.9,73.8,2.2,5.1
107,2019,Valley_floor,NA,Depositional,VF,497717,6406879,116.9757037,-32.47529681,B2.3,B2,66-72,66,72,69,70,30.1,61.2,5.3,3.4
108,2019,Residual,NA,Residual,RE,498686,6406827,116.986016,-32.47576748,A1,A,0-19,0,19,9.5,5,35.2,45.5,6.8,12.5
108,2019,Residual,NA,Residual,RE,498686,6406827,116.986016,-32.47576748,B1,B,19-30,19,30,24.5,25,68.7,21,3.4,6.8
108,2019,Residual,NA,Residual,RE,498686,6406827,116.986016,-32.47576748,B2(1),B2,30-41,30,41,35.5,35,65,22.1,5.3,7.6
108,2019,Residual,NA,Residual,RE,498686,6406827,116.986016,-32.47576748,B2(2),B2,41-69,41,69,55,50,2.6,59.1,16,22.3
109,2019,Upper_slope,Nonresid_upland,Erosional,US,497585,6405949,116.9742965,-32.48368618,A1,A,0-8,0,8,4,5,11.7,72,6.9,9.4
109,2019,Upper_slope,Nonresid_upland,Erosional,US,497585,6405949,116.9742965,-32.48368618,A2,A2,Aug-20,8,20,14,15,71.3,22.8,2.9,3
109,2019,Upper_slope,Nonresid_upland,Erosional,US,497585,6405949,116.9742965,-32.48368618,B1,B,20-43,20,43,31.5,35,19.5,62.6,6.9,11
109,2019,Upper_slope,Nonresid_upland,Erosional,US,497585,6405949,116.9742965,-32.48368618,B2,B2,43-64,43,64,53.5,50,1.4,38.2,6.4,54
109,2019,Upper_slope,Nonresid_upland,Erosional,US,497585,6405949,116.9742965,-32.48368618,B3,B3,64-81,64,81,72.5,70,20.5,40.9,11.4,27.2
110,2019,Residual,Upper_slope,Residual,RE,498413,6406916,116.9831108,-32.47496424,A1,A,0-7,0,7,3.5,5,48.9,36.5,7,7.6
110,2019,Residual,Upper_slope,Residual,RE,498413,6406916,116.9831108,-32.47496424,A2,A2,Jul-27,7,27,17,15,37.8,43.7,12.2,6.3
110,2019,Residual,Upper_slope,Residual,RE,498413,6406916,116.9831108,-32.47496424,B1,B,27-42,27,42,34.5,35,46.3,36.2,12.1,5.4
110,2019,Residual,Upper_slope,Residual,RE,498413,6406916,116.9831108,-32.47496424,B2,B2,42-61,42,61,51.5,50,32.8,49.3,11.4,6.5
111,2019,Mid-slope,Lower_slope,Erosional,MS,500191,6405914,117.0020329,-32.48400453,A1 (1),A,0-8,0,8,4,5,20.6,71.7,7,0.7
111,2019,Mid-slope,Lower_slope,Erosional,MS,500191,6405914,117.0020329,-32.48400453,A1 (2),A,0-8,0,8,4,5,24.5,70.5,4.4,0.6
111,2019,Mid-slope,Lower_slope,Erosional,MS,500191,6405914,117.0020329,-32.48400453,A2 (1),A2,Aug-15,8,15,11.5,15,33.6,NA,NA,NA
111,2019,Mid-slope,Lower_slope,Erosional,MS,500191,6405914,117.0020329,-32.48400453,A2 (2),A2,Aug-15,8,15,11.5,15,28,64.8,6.4,0.8
111,2019,Mid-slope,Lower_slope,Erosional,MS,500191,6405914,117.0020329,-32.48400453,B1,B,15-30,15,30,22.5,25,37.8,57.3,4,0.9
112,2019,Lower_slope,NA,Erosional,LS,499889,6405789,116.9988186,-32.48513218,A1,A,0-19,0,19,9.5,5,7.8,82.2,4.9,5.1
112,2019,Lower_slope,NA,Erosional,LS,499889,6405789,116.9988186,-32.48513218,A2,A2,19-33,19,33,26,25,8.4,83.3,4.8,3.5
112,2019,Lower_slope,NA,Erosional,LS,499889,6405789,116.9988186,-32.48513218,B1,B,33-46,33,46,39.5,35,10.4,83.5,3.8,2.3
112,2019,Lower_slope,NA,Erosional,LS,499889,6405789,116.9988186,-32.48513218,B2-1,B2,46-69,46,69,57.5,50,10.7,79.2,5.4,4.7
112,2019,Lower_slope,NA,Erosional,LS,499889,6405789,116.9988186,-32.48513218,B2-2,B2,69-84,69,84,76.5,70,10,66.2,7.2,16.5
113,2019,Residual,NA,Residual,RE,499744,6406666,116.9972755,-32.47722063,A1,A,0-10,0,10,5,5,14.1,58.4,5.2,22.2
113,2019,Residual,NA,Residual,RE,499744,6406666,116.9972755,-32.47722063,A2,A2,Oct-21,10,21,15.5,15,9.2,48.3,19.3,23.3
113,2019,Residual,NA,Residual,RE,499744,6406666,116.9972755,-32.47722063,BA1,NA,21-27,21,27,24,25,5.9,41.8,18.1,34.2
113,2019,Residual,NA,Residual,RE,499744,6406666,116.9972755,-32.47722063,B1,B,27-56,27,56,41.5,35,3.7,44.5,22.4,29.4
113,2019,Residual,NA,Residual,RE,499744,6406666,116.9972755,-32.47722063,B2,B2,56-NA,56,NA,56,50,9,34.8,18.6,37.5
114,2019,Mid-slope,NA,Erosional,MS,499501,6407034,116.9946896,-32.47390077,AP,A,0-12,0,12,6,5,18.3,72.1,2,7.6
114,2019,Mid-slope,NA,Erosional,MS,499501,6407034,116.9946896,-32.47390077,A2,A2,Dec-30,12,30,21,25,39.7,51.5,4.7,4.1
114,2019,Mid-slope,NA,Erosional,MS,499501,6407034,116.9946896,-32.47390077,B11,B,30-43,30,43,36.5,35,34,54.2,6.6,5.2
114,2019,Mid-slope,NA,Erosional,MS,499501,6407034,116.9946896,-32.47390077,B12,B,43-53,43,53,48,50,31.4,49.4,9.5,9.8
114,2019,Mid-slope,NA,Erosional,MS,499501,6407034,116.9946896,-32.47390077,B2,B2,53-80,53,80,66.5,70,28.3,39.8,10.6,21.3
115,2019,Mid-slope,Lower_slope,Erosional,MS,500178,6406526,117.0018944,-32.4784836,AP,A,0-14,0,14,7,5,7.8,85,3.5,3.7
115,2019,Mid-slope,Lower_slope,Erosional,MS,500178,6406526,117.0018944,-32.4784836,A2,A2,14-25,14,25,19.5,15,8.4,80.3,8.7,2.6
115,2019,Mid-slope,Lower_slope,Erosional,MS,500178,6406526,117.0018944,-32.4784836,B1,B,25-43,25,43,34,35,10.4,79.6,7,3
115,2019,Mid-slope,Lower_slope,Erosional,MS,500178,6406526,117.0018944,-32.4784836,B21,B2,43-55,43,55,49,50,10.7,73.7,3.9,11.7
115,2019,Mid-slope,Lower_slope,Erosional,MS,500178,6406526,117.0018944,-32.4784836,B22,B2,55-80,55,80,67.5,70,16.7,53.2,7.9,22.1
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,A1,A,0-9,0,9,4.5,5,12,83.8,4,0.2
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,A2,A2,Sep-17,9,17,13,15,13.8,80,5.6,0.6
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,B1,B,17-34.5,17,34.5,25.75,25,12.9,81.9,4.4,0.9
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,B2,B2,34.5-54.5,34.5,54.5,44.5,50,12.8,81,4.4,1.8
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,C,C,54.5-74,54.5,74,64.25,70,16.1,78.8,3.8,1.3
116,2019,Valley_floor,NA,Depositional,VF,500268,6406278,117.0028523,-32.48072083,C2,C,74-NA,74,NA,74,70,26.1,NA,NA,NA
117,2019,Sub_valley_floor,NA,Depositional,VF,499300,6406201,116.9925499,-32.48141527,AP,A,0-10,0,10,5,5,13.2,72.5,7.2,7.2
117,2019,Sub_valley_floor,NA,Depositional,VF,499300,6406201,116.9925499,-32.48141527,A1,A,Oct-22,10,22,16,15,17.2,67.1,8.3,7.5
117,2019,Sub_valley_floor,NA,Depositional,VF,499300,6406201,116.9925499,-32.48141527,A2,A2,22-40,22,40,31,35,41,48.2,5.2,5.6
117,2019,Sub_valley_floor,NA,Depositional,VF,499300,6406201,116.9925499,-32.48141527,B1,B,40-58,40,58,49,50,23.1,51.6,11.4,13.9
117,2019,Sub_valley_floor,NA,Depositional,VF,499300,6406201,116.9925499,-32.48141527,B2,B2,58-80,58,80,69,70,11.2,43.2,10.3,35.3
